City,Datetime,Station,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2019-04-13,Station_M2,142.6,321.0,29.0,55.7,100.2,43.9,8.05,37.1,30.4,2.79,3.03,6.4,241.8,Poor
Chennai,2019-04-13,Station_C1,304.0,523.0,138.9,134.2,35.9,0.8,3.26,33.5,180.7,6.62,9.11,6.95,204.5,Severe
Chennai,2019-04-13,Station_C2,499.1,597.4,63.5,11.8,232.6,22.8,6.1,29.6,17.1,11.54,29.99,4.38,292.3,Very Poor
Kolkata,2019-04-13,Station_K1,152.4,258.4,100.1,52.2,229.1,31.0,1.32,11.7,71.8,16.61,9.12,0.76,302.7,Satisfactory
Kolkata,2019-04-13,Station_K2,310.1,290.4,82.9,83.9,248.7,21.4,1.05,84.2,153.5,8.67,14.95,9.64,146.6,Good
Bangalore,2019-04-13,Station_B1,455.1,220.6,36.9,62.3,141.2,18.3,1.74,70.1,98.2,12.45,14.72,4.35,261.7,Severe
Bangalore,2019-04-13,Station_B2,299.1,477.1,147.8,102.7,215.1,36.0,9.87,94.4,173.1,14.03,20.03,4.11,308.7,Severe
Delhi,2019-04-14,Station_D1,277.7,403.9,107.7,126.0,136.2,0.4,1.34,49.6,159.2,17.16,25.91,3.24,389.2,Severe
Delhi,2019-04-14,Station_D2,171.5,146.7,8.0,83.9,26.9,21.1,0.93,80.8,93.5,9.08,25.12,4.01,126.5,Very Poor
Mumbai,2019-04-14,Station_M1,171.8,557.5,41.0,82.5,81.9,26.9,5.57,18.2,96.7,11.66,24.23,7.07,446.0,Satisfactory
Mumbai,2019-04-14,Station_M2,265.8,380.7,21.1,45.3,171.5,30.6,5.65,12.6,90.6,0.22,5.22,1.35,220.2,Satisfactory
Chennai,2019-04-14,Station_C1,490.5,383.3,101.0,27.0,66.6,19.3,0.11,15.6,69.5,9.17,28.72,2.12,300.3,Moderate
Chennai,2019-04-14,Station_C2,471.7,184.6,196.2,9.3,240.4,18.7,5.8,7.8,71.0,6.49,16.74,6.95,427.5,Satisfactory
Kolkata,2019-04-14,Station_K1,153.6,188.2,122.5,11.7,123.0,14.2,6.96,67.7,33.5,4.35,19.07,4.71,74.9,Severe
Kolkata,2019-04-14,Station_K2,260.3,377.8,88.0,75.5,114.9,44.2,7.24,22.0,77.1,7.7,4.49,2.47,322.6,Moderate
Bangalore,2019-04-14,Station_B1,493.6,554.1,53.3,7.4,79.4,47.9,5.23,91.9,118.6,15.5,27.19,0.11,225.9,Satisfactory
Bangalore,2019-04-14,Station_B2,135.3,566.8,103.5,80.7,51.6,19.9,6.58,70.1,149.6,7.13,22.4,1.53,183.6,Poor
Delhi,2019-04-15,Station_D1,405.3,116.6,48.0,4.8,91.6,19.5,5.96,92.4,149.8,5.12,29.31,0.35,3.2,Poor
Delhi,2019-04-15,Station_D2,257.4,103.4,115.0,146.6,23.0,42.2,0.45,97.4,127.1,6.46,2.6,6.93,5.4,Severe
Mumbai,2019-04-15,Station_M1,477.5,9.1,94.7,99.5,140.6,27.6,6.07,98.2,158.2,15.64,6.44,6.57,300.6,Good
Mumbai,2019-04-15,Station_M2,322.2,275.4,114.8,35.3,237.5,11.3,1.88,57.3,134.3,12.71,29.78,0.31,320.5,Satisfactory
Chennai,2019-04-15,Station_C1,352.0,500.9,61.7,96.3,88.8,30.5,0.65,29.9,100.8,15.69,0.1,1.13,484.7,Moderate
Chennai,2019-04-15,Station_C2,331.1,127.5,76.1,114.2,23.8,8.6,4.12,98.6,123.3,5.65,28.02,2.3,129.4,Very Poor
Kolkata,2019-04-15,Station_K1,299.1,179.2,190.3,144.7,152.7,3.7,8.22,4.1,65.2,13.75,28.31,7.88,260.0,Good
Kolkata,2019-04-15,Station_K2,448.0,361.7,195.9,20.2,231.8,45.8,9.21,41.6,129.1,8.94,17.29,9.25,449.7,Very Poor
Bangalore,2019-04-15,Station_B1,460.2,416.6,87.3,102.3,245.2,20.6,3.76,28.6,166.8,3.04,11.05,0.21,389.5,Poor
Bangalore,2019-04-15,Station_B2,254.6,203.0,94.4,36.9,121.4,15.8,7.77,65.2,136.7,15.15,17.77,0.98,243.0,Moderate
Delhi,2019-04-16,Station_D1,492.8,49.6,37.3,102.2,108.1,23.8,7.22,13.0,48.6,7.71,13.44,4.1,417.2,Poor
Delhi,2019-04-16,Station_D2,22.4,544.9,88.7,51.6,161.4,43.8,0.4,3.0,66.5,18.75,21.68,8.91,310.1,Poor
Mumbai,2019-04-16,Station_M1,144.7,51.4,182.2,4.4,81.9,46.0,1.83,74.3,15.2,16.82,9.18,2.35,103.4,Satisfactory
Mumbai,2019-04-16,Station_M2,60.6,164.0,95.5,19.3,77.0,28.6,0.64,60.4,16.0,4.46,8.29,8.5,299.6,Severe
Chennai,2019-04-16,Station_C1,163.7,327.9,57.1,148.9,94.4,38.2,3.54,0.8,69.1,19.21,23.65,9.39,24.6,Very Poor
Chennai,2019-04-16,Station_C2,316.9,472.6,183.7,16.7,117.6,16.1,7.87,3.3,10.7,14.94,21.48,4.42,61.2,Very Poor
Kolkata,2019-04-16,Station_K1,268.1,480.5,61.3,109.7,221.8,14.9,6.35,92.9,59.7,5.18,5.78,1.78,199.0,Good
Kolkata,2019-04-16,Station_K2,79.6,469.1,60.6,39.8,201.0,11.9,3.05,39.8,189.5,6.32,8.14,6.66,83.6,Good
Bangalore,2019-04-16,Station_B1,305.9,151.8,160.9,48.1,16.1,8.2,5.87,76.1,37.2,18.44,7.96,0.18,345.7,Moderate
Bangalore,2019-04-16,Station_B2,135.6,505.4,53.6,41.7,93.6,8.9,4.6,77.5,133.0,10.21,5.32,2.11,319.3,Severe
Delhi,2019-04-17,Station_D1,60.6,39.5,118.7,3.4,11.3,37.1,2.75,29.7,138.6,9.64,15.67,0.13,22.8,Poor
Delhi,2019-04-17,Station_D2,326.9,529.2,193.0,87.7,27.1,34.6,8.52,87.0,90.7,3.36,28.09,4.83,382.8,Poor
Mumbai,2019-04-17,Station_M1,30.1,353.5,125.5,145.9,57.8,9.7,1.6,97.6,31.7,0.71,19.99,5.7,193.9,Good
Mumbai,2019-04-17,Station_M2,61.8,295.8,67.7,73.5,113.4,32.4,2.91,28.9,5.0,19.99,22.78,9.63,71.2,Good
Chennai,2019-04-17,Station_C1,376.0,353.6,121.3,64.0,30.1,3.1,6.38,87.7,151.2,7.19,4.65,5.54,79.1,Moderate
Chennai,2019-04-17,Station_C2,442.4,78.8,166.5,8.7,99.2,1.8,2.25,53.3,38.6,0.29,1.22,9.53,290.4,Satisfactory
Kolkata,2019-04-17,Station_K1,141.9,106.4,54.4,88.3,50.9,0.1,7.91,31.3,193.3,15.05,17.64,0.27,379.6,Severe
Kolkata,2019-04-17,Station_K2,429.0,296.3,171.8,78.7,91.7,28.0,6.06,49.4,152.4,13.45,16.51,6.51,150.8,Very Poor
Bangalore,2019-04-17,Station_B1,188.3,395.7,44.7,55.9,213.9,5.4,3.26,54.1,98.7,19.16,25.8,4.73,406.3,Moderate
Bangalore,2019-04-17,Station_B2,290.7,231.2,54.4,32.1,134.7,45.3,8.04,95.3,80.1,18.35,0.37,3.47,317.5,Moderate
Delhi,2019-04-18,Station_D1,305.0,103.6,58.4,123.4,14.9,13.0,6.39,18.8,1.6,13.21,10.78,2.78,185.1,Poor
Delhi,2019-04-18,Station_D2,21.9,93.8,103.3,111.6,189.8,4.7,5.16,70.5,112.5,2.31,28.26,2.66,145.7,Good
Mumbai,2019-04-18,Station_M1,284.4,90.7,113.7,142.2,235.8,18.7,1.91,10.3,68.7,12.12,8.23,9.2,346.1,Good
Mumbai,2019-04-18,Station_M2,416.9,40.5,27.2,8.5,248.6,39.9,5.36,7.3,118.0,3.0,2.74,5.58,424.6,Moderate
Chennai,2019-04-18,Station_C1,314.5,273.6,14.3,45.0,97.4,26.5,5.35,2.7,30.6,7.86,25.6,1.99,411.8,Good
Chennai,2019-04-18,Station_C2,215.8,494.7,42.5,45.1,158.2,23.9,9.23,80.0,75.1,19.49,8.12,5.55,158.9,Satisfactory
Kolkata,2019-04-18,Station_K1,79.3,10.8,194.9,53.8,118.6,40.4,2.4,42.9,72.6,6.69,15.58,6.26,384.8,Satisfactory
Kolkata,2019-04-18,Station_K2,112.2,273.6,106.2,116.1,97.9,21.0,6.41,94.5,3.8,1.99,27.91,5.32,430.0,Satisfactory
Bangalore,2019-04-18,Station_B1,162.0,362.4,121.1,35.2,79.6,43.4,3.86,68.9,193.7,15.86,1.04,9.93,342.3,Very Poor
Bangalore,2019-04-18,Station_B2,40.5,339.8,140.5,15.0,225.2,42.1,8.33,64.4,143.0,8.77,23.59,4.43,3.5,Poor
Delhi,2019-04-19,Station_D1,335.3,61.3,55.8,65.6,47.9,39.0,9.2,87.9,99.7,7.42,2.12,2.74,103.0,Severe
Delhi,2019-04-19,Station_D2,25.7,383.4,98.6,67.5,86.7,10.0,2.36,77.2,137.8,7.85,3.44,4.48,303.0,Moderate
Mumbai,2019-04-19,Station_M1,51.5,1.3,77.1,42.6,190.8,46.2,0.64,37.4,160.5,13.13,16.23,4.17,178.5,Severe
Mumbai,2019-04-19,Station_M2,454.1,70.0,161.5,137.4,233.7,46.0,9.42,15.8,34.6,13.49,25.58,7.2,463.0,Good
Chennai,2019-04-19,Station_C1,439.5,519.7,144.0,16.6,183.9,36.2,2.52,87.5,195.3,7.45,29.51,2.32,355.2,Poor
Chennai,2019-04-19,Station_C2,36.6,93.0,62.9,54.9,207.8,48.7,7.09,11.3,149.6,15.5,18.46,6.55,4.0,Very Poor
Kolkata,2019-04-19,Station_K1,259.4,35.4,48.7,7.6,237.7,17.4,0.71,34.7,151.1,12.8,20.53,3.53,289.6,Severe
Kolkata,2019-04-19,Station_K2,142.6,155.3,125.0,81.6,79.5,31.0,0.7,98.0,190.2,4.83,2.07,6.21,271.0,Good
Bangalore,2019-04-19,Station_B1,104.5,59.8,170.5,33.8,81.0,28.9,5.79,50.2,151.3,15.52,18.31,7.89,326.8,Severe
Bangalore,2019-04-19,Station_B2,11.3,129.9,53.5,91.1,50.2,25.1,5.54,72.8,85.7,2.58,29.49,0.92,45.3,Poor
Delhi,2019-04-20,Station_D1,135.2,321.8,186.6,56.7,158.4,0.5,5.76,10.1,160.4,14.22,18.03,8.58,6.2,Moderate
Delhi,2019-04-20,Station_D2,399.2,395.8,54.8,131.6,50.9,40.2,7.37,32.7,42.5,17.69,16.37,3.98,115.1,Severe
Mumbai,2019-04-20,Station_M1,287.6,292.4,193.6,51.2,203.9,36.4,2.07,87.8,76.7,13.17,25.23,2.74,446.2,Satisfactory
Mumbai,2019-04-20,Station_M2,419.4,182.3,155.2,113.1,231.3,4.8,9.19,48.5,153.0,1.86,23.3,3.77,254.2,Good
Chennai,2019-04-20,Station_C1,469.5,325.5,141.5,27.1,241.0,45.8,1.79,68.6,29.0,17.29,10.59,1.12,261.7,Severe
Chennai,2019-04-20,Station_C2,220.7,147.7,119.5,133.4,32.1,27.2,4.34,40.8,40.9,16.49,22.73,7.24,131.4,Moderate
Kolkata,2019-04-20,Station_K1,71.6,326.5,130.0,97.7,24.7,22.8,0.68,53.3,112.1,7.95,16.96,1.94,293.6,Moderate
Kolkata,2019-04-20,Station_K2,374.6,90.2,27.9,106.5,247.1,47.1,4.38,18.2,85.3,2.12,20.69,9.84,257.9,Poor
Bangalore,2019-04-20,Station_B1,180.2,120.8,180.9,131.7,207.5,41.4,5.26,50.6,38.8,4.95,19.99,0.61,244.1,Very Poor
Bangalore,2019-04-20,Station_B2,343.1,277.6,166.6,145.4,188.4,8.0,3.5,25.1,0.3,17.13,7.04,6.35,39.9,Moderate
Delhi,2019-04-21,Station_D1,484.8,51.4,129.6,145.6,115.6,40.8,1.95,87.4,105.6,8.26,29.85,5.94,257.2,Moderate
Delhi,2019-04-21,Station_D2,190.3,130.3,15.4,85.4,97.8,40.4,2.27,57.6,165.4,14.84,28.62,4.65,116.7,Good
Mumbai,2019-04-21,Station_M1,360.8,45.8,83.4,43.1,42.3,38.6,2.89,48.0,0.2,10.63,1.97,7.35,236.6,Very Poor
Mumbai,2019-04-21,Station_M2,70.1,266.2,131.6,73.6,80.7,30.7,2.58,56.8,139.8,11.34,3.71,6.1,290.4,Poor
Chennai,2019-04-21,Station_C1,485.5,517.8,131.1,116.0,20.4,26.0,6.89,84.7,196.3,11.57,4.78,0.31,258.2,Poor
Chennai,2019-04-21,Station_C2,381.6,501.0,43.1,34.9,145.2,49.2,2.71,6.0,75.1,15.6,8.09,3.61,463.8,Satisfactory
Kolkata,2019-04-21,Station_K1,118.5,462.4,10.9,16.7,8.5,22.2,1.65,4.2,151.1,13.38,21.94,3.87,137.9,Very Poor
Kolkata,2019-04-21,Station_K2,123.0,347.2,21.9,1.1,78.2,13.4,7.56,32.4,173.9,13.33,10.91,7.81,84.0,Poor
Bangalore,2019-04-21,Station_B1,320.0,333.0,12.9,55.4,238.2,22.1,3.77,90.0,104.9,18.71,15.08,6.04,293.0,Satisfactory
Bangalore,2019-04-21,Station_B2,154.0,41.0,2.5,33.0,168.4,22.4,6.33,49.7,152.7,16.54,29.84,1.94,249.2,Satisfactory
Delhi,2019-04-22,Station_D1,491.4,389.7,64.1,108.3,50.3,9.9,5.47,54.0,191.9,8.52,6.29,8.42,1.3,Good
Delhi,2019-04-22,Station_D2,119.0,215.5,84.8,105.2,241.2,19.8,4.83,41.6,68.7,5.34,9.95,1.44,143.1,Very Poor
Mumbai,2019-04-22,Station_M1,155.3,198.0,12.7,116.2,170.6,4.0,7.35,73.8,150.9,3.74,23.08,9.45,463.3,Moderate
Mumbai,2019-04-22,Station_M2,313.6,428.5,9.8,104.7,247.2,15.2,5.72,42.0,65.0,9.8,11.92,5.85,354.5,Very Poor
Chennai,2019-04-22,Station_C1,21.5,311.0,3.2,98.1,85.3,47.4,0.93,79.2,138.9,3.32,24.45,1.46,274.7,Severe
Chennai,2019-04-22,Station_C2,464.0,241.1,84.5,90.5,150.0,30.0,6.01,9.4,82.8,3.58,19.01,0.3,100.9,Very Poor
Kolkata,2019-04-22,Station_K1,116.6,434.5,41.0,8.1,131.8,44.3,7.38,95.9,21.3,6.25,25.19,5.92,187.3,Moderate
Kolkata,2019-04-22,Station_K2,83.1,446.0,64.4,25.3,212.0,28.9,4.78,53.4,98.1,10.96,25.35,3.97,473.8,Moderate
Bangalore,2019-04-22,Station_B1,239.6,589.4,142.1,109.4,15.8,20.8,0.89,76.9,153.3,8.34,21.74,3.35,202.2,Severe
Bangalore,2019-04-22,Station_B2,118.9,286.2,136.9,57.9,36.5,18.0,1.55,2.9,99.5,11.6,26.47,8.59,104.0,Very Poor
Delhi,2019-04-23,Station_D1,346.0,447.2,149.1,17.9,94.0,49.3,8.14,34.2,136.6,4.78,20.86,2.94,72.7,Severe
Delhi,2019-04-23,Station_D2,363.2,334.4,3.5,57.8,4.7,29.0,3.11,49.0,91.9,12.91,24.87,8.07,236.3,Moderate
Mumbai,2019-04-23,Station_M1,237.6,157.6,84.7,73.5,188.4,40.1,5.94,20.3,88.4,1.15,3.74,7.42,381.0,Severe
Mumbai,2019-04-23,Station_M2,203.5,286.6,69.4,23.6,62.4,15.7,3.9,54.9,35.8,17.86,26.81,9.79,125.0,Good
Chennai,2019-04-23,Station_C1,369.2,418.7,29.0,124.7,188.0,12.6,1.39,81.6,178.2,9.03,13.82,7.43,371.6,Good
Chennai,2019-04-23,Station_C2,63.9,212.3,92.8,138.9,36.6,24.3,1.19,5.8,172.0,4.49,14.41,3.87,351.1,Very Poor
Kolkata,2019-04-23,Station_K1,342.9,248.6,117.2,54.2,208.2,35.3,2.08,90.6,48.6,5.96,11.17,7.98,466.5,Severe
Kolkata,2019-04-23,Station_K2,390.7,245.9,134.2,100.3,102.5,8.6,8.61,8.8,122.0,15.1,24.29,6.31,133.5,Satisfactory
Bangalore,2019-04-23,Station_B1,140.0,517.4,155.2,134.8,111.9,17.3,5.16,57.7,48.4,6.82,28.03,3.24,70.1,Satisfactory
Bangalore,2019-04-23,Station_B2,435.5,375.1,52.0,77.8,1.0,31.2,2.52,86.3,187.8,15.69,8.87,4.19,469.3,Very Poor
Delhi,2019-04-24,Station_D1,342.6,138.2,71.2,126.1,196.1,47.6,2.47,26.0,111.8,1.55,5.83,2.36,27.3,Severe
Delhi,2019-04-24,Station_D2,99.2,60.0,64.3,112.2,42.5,43.5,6.03,66.0,174.5,13.95,29.19,5.5,20.4,Moderate
Mumbai,2019-04-24,Station_M1,95.7,540.9,10.2,22.4,77.4,15.4,7.96,65.8,20.3,1.74,3.73,5.62,230.1,Satisfactory
Mumbai,2019-04-24,Station_M2,321.7,236.4,152.8,64.2,69.7,48.0,3.88,83.7,166.9,9.39,19.24,9.23,132.6,Moderate
Chennai,2019-04-24,Station_C1,494.0,524.1,65.2,1.8,62.4,34.2,8.42,35.3,91.2,4.8,25.31,6.5,249.6,Severe
Chennai,2019-04-24,Station_C2,272.9,39.7,199.0,65.5,206.6,4.3,8.96,0.9,91.4,17.41,14.09,3.37,160.8,Very Poor
Kolkata,2019-04-24,Station_K1,36.2,256.9,114.3,64.4,29.2,1.9,5.06,88.6,171.9,2.28,3.05,6.64,266.0,Moderate
Kolkata,2019-04-24,Station_K2,344.8,186.1,56.4,48.8,19.6,24.5,8.85,18.5,18.8,0.61,18.97,1.39,389.1,Severe
Bangalore,2019-04-24,Station_B1,341.9,502.6,146.5,119.8,171.0,6.8,9.63,74.4,131.4,1.02,27.22,0.28,124.7,Severe
Bangalore,2019-04-24,Station_B2,442.3,96.7,137.4,6.8,36.9,49.7,9.36,4.8,40.5,10.76,17.28,2.21,429.5,Severe
Delhi,2019-04-25,Station_D1,271.9,435.5,129.0,20.6,81.1,37.9,6.53,18.8,24.1,16.88,26.1,0.84,177.2,Good
Delhi,2019-04-25,Station_D2,149.3,91.5,113.0,121.5,160.3,19.9,7.12,62.9,102.1,4.96,8.96,6.36,101.7,Severe
Mumbai,2019-04-25,Station_M1,340.7,231.4,69.7,40.9,219.4,49.9,6.01,93.9,36.2,12.63,20.09,1.92,1.4,Moderate
Mumbai,2019-04-25,Station_M2,262.3,580.9,27.2,3.3,133.6,15.2,3.36,74.6,18.0,0.34,14.92,9.83,488.4,Very Poor
Chennai,2019-04-25,Station_C1,188.0,514.5,90.1,8.8,235.3,32.2,3.08,29.3,182.7,13.65,20.08,8.59,338.7,Moderate
Chennai,2019-04-25,Station_C2,137.2,162.9,95.3,65.2,103.2,21.9,6.3,78.7,131.9,17.0,12.02,3.66,417.1,Poor
Kolkata,2019-04-25,Station_K1,95.5,152.1,124.3,14.2,8.4,38.4,1.89,88.6,14.9,0.13,13.77,6.75,136.5,Good
Kolkata,2019-04-25,Station_K2,31.5,415.0,101.5,54.4,79.3,1.9,9.14,68.7,133.3,7.02,10.25,0.11,20.7,Good
Bangalore,2019-04-25,Station_B1,3.2,385.5,129.9,123.1,161.8,11.9,7.43,30.7,12.1,19.61,10.93,6.87,261.4,Good
Bangalore,2019-04-25,Station_B2,226.6,311.6,190.8,75.2,6.0,40.5,5.77,39.2,191.5,9.28,0.34,3.15,468.6,Satisfactory
Delhi,2019-04-26,Station_D1,330.5,69.1,63.0,39.7,24.3,37.3,4.43,91.7,41.3,9.03,8.48,8.93,401.9,Severe
Delhi,2019-04-26,Station_D2,471.1,165.5,128.9,137.2,29.9,7.5,1.81,67.7,186.9,2.99,21.66,9.61,155.0,Moderate
Mumbai,2019-04-26,Station_M1,228.7,156.8,29.2,12.9,112.8,17.8,9.78,50.8,176.3,9.29,26.71,7.41,493.7,Moderate
Mumbai,2019-04-26,Station_M2,258.5,359.3,178.9,107.2,21.4,5.1,8.91,49.6,94.4,1.32,22.51,6.23,196.7,Moderate
Chennai,2019-04-26,Station_C1,475.9,235.3,99.1,23.9,145.6,48.6,6.26,53.6,104.4,12.91,28.38,7.83,352.8,Good
Chennai,2019-04-26,Station_C2,77.9,2.0,107.8,142.7,228.3,21.3,9.9,58.2,26.3,9.67,26.79,5.31,17.4,Satisfactory
Kolkata,2019-04-26,Station_K1,332.6,541.8,13.5,148.1,130.8,36.0,4.81,86.1,146.6,4.71,22.81,5.47,438.2,Poor
Kolkata,2019-04-26,Station_K2,46.1,374.6,119.8,106.3,47.1,48.1,8.82,65.3,38.9,13.97,0.28,4.37,272.7,Good
Bangalore,2019-04-26,Station_B1,63.4,23.4,33.7,72.6,30.9,39.1,9.53,44.0,25.1,18.32,3.74,1.16,494.4,Good
Bangalore,2019-04-26,Station_B2,261.0,378.6,154.1,55.6,43.5,48.7,7.59,21.3,141.7,17.92,26.28,2.5,66.8,Good
Delhi,2019-04-27,Station_D1,482.5,426.9,137.6,130.4,4.4,11.9,8.72,77.9,184.4,14.28,12.52,6.35,424.4,Good
Delhi,2019-04-27,Station_D2,187.7,149.1,176.6,73.9,182.2,17.9,9.81,63.7,96.8,1.7,15.95,2.11,488.6,Satisfactory
Mumbai,2019-04-27,Station_M1,316.1,127.0,101.3,0.4,88.2,17.5,3.99,33.3,118.4,1.2,16.61,5.81,73.3,Moderate
Mumbai,2019-04-27,Station_M2,144.6,60.3,17.1,65.4,46.5,31.2,0.9,28.2,189.8,17.72,9.76,9.09,237.4,Moderate
Chennai,2019-04-27,Station_C1,466.5,211.6,187.4,97.6,122.6,4.9,6.65,45.7,82.2,5.85,19.43,9.2,377.6,Moderate
Chennai,2019-04-27,Station_C2,64.7,360.3,32.6,11.6,137.7,5.9,6.12,80.9,153.1,19.98,18.4,6.65,348.4,Severe
Kolkata,2019-04-27,Station_K1,470.8,269.9,4.2,90.1,90.0,6.6,9.11,81.4,98.3,17.71,24.55,3.39,214.5,Severe
Kolkata,2019-04-27,Station_K2,267.5,340.0,193.0,62.8,224.1,8.1,5.48,56.4,191.9,10.2,9.14,2.14,37.6,Poor
Bangalore,2019-04-27,Station_B1,305.6,280.4,71.5,57.4,50.1,40.9,5.18,18.8,104.0,16.1,17.48,4.86,62.6,Good
Bangalore,2019-04-27,Station_B2,455.0,80.6,152.6,127.4,164.1,2.1,0.09,99.9,193.4,0.63,14.4,2.88,278.3,Very Poor
Delhi,2019-04-28,Station_D1,438.0,280.7,42.1,112.5,87.8,46.1,9.99,6.7,68.4,17.07,28.84,6.99,30.1,Satisfactory
Delhi,2019-04-28,Station_D2,376.1,572.1,41.7,127.8,30.9,39.4,4.08,21.3,97.4,0.41,26.83,0.78,255.8,Very Poor
Mumbai,2019-04-28,Station_M1,2.7,73.2,119.9,83.7,85.8,39.4,1.85,77.9,126.9,5.87,9.01,2.66,287.7,Very Poor
Mumbai,2019-04-28,Station_M2,347.5,231.9,150.1,148.1,176.4,15.8,2.78,11.0,134.4,3.77,18.62,0.64,138.3,Satisfactory
Chennai,2019-04-28,Station_C1,418.9,139.0,15.8,85.9,37.4,33.8,7.49,60.7,47.7,12.37,18.52,3.33,260.3,Good
Chennai,2019-04-28,Station_C2,147.3,102.7,29.5,38.7,11.3,31.3,8.67,12.4,183.4,4.65,6.01,7.41,333.6,Poor
Kolkata,2019-04-28,Station_K1,365.7,396.3,174.5,141.9,226.6,48.8,0.74,76.0,87.3,6.11,13.76,2.91,364.1,Poor
Kolkata,2019-04-28,Station_K2,35.3,210.6,139.3,90.7,4.7,44.9,1.59,0.9,85.2,9.87,3.83,3.12,217.8,Satisfactory
Bangalore,2019-04-28,Station_B1,391.1,42.7,182.8,35.3,98.6,29.9,9.82,60.0,164.3,3.33,23.44,8.13,148.8,Moderate
Bangalore,2019-04-28,Station_B2,446.0,331.7,181.4,7.2,193.0,23.2,6.34,28.5,45.0,8.18,4.32,4.65,414.6,Moderate
Delhi,2019-04-29,Station_D1,146.0,395.2,103.2,35.2,33.7,37.5,5.04,14.6,157.7,12.88,14.98,7.24,425.5,Moderate
Delhi,2019-04-29,Station_D2,316.0,139.5,104.8,26.4,175.5,29.6,9.01,53.9,60.6,12.66,10.63,2.77,191.8,Very Poor
Mumbai,2019-04-29,Station_M1,189.1,137.3,154.1,35.7,145.6,18.1,0.05,2.0,13.7,11.48,13.45,7.0,248.7,Moderate
Mumbai,2019-04-29,Station_M2,388.3,401.9,199.0,10.3,66.3,44.4,8.56,86.0,135.8,0.3,16.52,4.35,181.1,Satisfactory
Chennai,2019-04-29,Station_C1,383.1,385.0,144.8,54.1,78.0,32.3,0.51,70.5,183.2,12.44,17.68,5.99,387.4,Satisfactory
Chennai,2019-04-29,Station_C2,432.7,95.6,122.6,41.7,211.0,14.0,3.0,20.5,77.0,9.5,8.31,6.78,358.2,Poor
Kolkata,2019-04-29,Station_K1,278.3,357.9,48.9,110.8,242.4,9.7,1.06,56.2,40.6,10.65,29.66,7.16,252.3,Satisfactory
Kolkata,2019-04-29,Station_K2,0.1,189.5,126.9,88.5,241.3,25.8,8.0,68.2,84.3,3.27,20.38,0.16,432.4,Satisfactory
Bangalore,2019-04-29,Station_B1,372.3,162.7,4.5,103.9,193.5,20.6,9.17,34.7,27.4,13.65,13.49,7.01,429.9,Very Poor
Bangalore,2019-04-29,Station_B2,112.4,261.4,18.4,106.3,192.6,4.8,3.7,22.8,172.8,11.49,9.0,1.54,272.2,Moderate
Delhi,2019-04-30,Station_D1,211.7,73.8,195.5,86.4,86.9,38.6,6.68,22.5,52.8,11.61,21.3,8.04,490.9,Moderate
Delhi,2019-04-30,Station_D2,368.4,168.2,153.3,50.1,210.5,22.2,3.16,1.1,33.2,8.39,27.63,0.12,103.0,Severe
Mumbai,2019-04-30,Station_M1,424.1,82.9,3.1,9.2,223.2,11.6,4.39,96.3,155.5,14.14,17.94,2.97,125.2,Moderate
Mumbai,2019-04-30,Station_M2,264.0,135.1,62.6,25.9,182.1,8.6,2.47,6.5,11.6,14.09,4.9,3.21,12.2,Moderate
Chennai,2019-04-30,Station_C1,203.9,50.9,97.7,41.0,4.3,44.7,5.94,11.4,129.0,12.48,24.33,3.52,237.7,Moderate
Chennai,2019-04-30,Station_C2,203.8,390.5,66.1,6.1,106.4,37.3,7.06,70.9,184.0,2.27,17.89,1.47,59.5,Severe
Kolkata,2019-04-30,Station_K1,496.0,97.5,180.6,29.8,63.2,31.6,1.08,73.7,198.9,1.79,25.22,6.59,121.7,Poor
Kolkata,2019-04-30,Station_K2,433.6,313.3,92.7,126.3,51.1,4.6,9.93,90.4,155.4,3.28,23.83,8.24,294.2,Severe
Bangalore,2019-04-30,Station_B1,80.5,580.8,0.6,44.2,60.6,42.4,8.06,21.9,93.0,12.12,18.57,8.35,301.9,Moderate
Bangalore,2019-04-30,Station_B2,121.6,357.3,17.1,99.3,139.9,31.4,1.45,61.4,66.3,0.71,4.8,3.95,348.6,Severe
Delhi,2019-05-01,Station_D1,97.2,228.0,50.2,68.4,0.3,10.6,5.14,61.5,16.5,4.6,25.77,7.86,269.8,Satisfactory
Delhi,2019-05-01,Station_D2,245.5,31.6,63.2,116.9,139.8,14.4,4.13,49.8,39.8,0.06,24.49,4.31,81.7,Poor
Mumbai,2019-05-01,Station_M1,53.1,215.6,82.4,22.6,209.6,33.4,8.74,4.9,156.6,14.02,1.16,1.65,193.4,Moderate
Mumbai,2019-05-01,Station_M2,392.3,548.9,122.1,43.1,214.7,15.9,4.35,33.1,160.1,3.63,2.62,4.72,367.1,Severe
Chennai,2019-05-01,Station_C1,372.0,588.3,27.3,28.6,67.1,32.7,4.39,3.6,48.6,4.63,9.95,2.23,453.8,Severe
Chennai,2019-05-01,Station_C2,288.2,61.5,78.6,8.6,59.8,12.8,9.17,90.9,78.3,6.99,13.91,5.25,108.3,Good
Kolkata,2019-05-01,Station_K1,387.4,551.4,60.0,110.2,26.8,29.4,9.93,76.9,195.1,7.2,3.3,2.22,159.7,Satisfactory
