City,Datetime,Station,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2015-01-19 04:00:00,Station_D1,323.7,259.3,128.9,115.0,240.1,42.5,2.25,15.8,198.2,3.09,0.96,9.58,74.5,Poor
Delhi,2015-01-19 04:00:00,Station_D2,9.6,111.1,47.3,146.4,138.3,10.4,0.91,75.7,133.4,2.93,6.93,7.29,394.4,Poor
Mumbai,2015-01-19 04:00:00,Station_M1,366.5,272.5,194.2,71.6,50.1,42.1,0.5,3.3,188.3,10.23,17.27,3.91,399.8,Good
Mumbai,2015-01-19 04:00:00,Station_M2,77.7,151.1,50.7,100.5,116.6,34.4,0.41,94.6,21.3,4.42,6.26,5.9,36.4,Severe
Chennai,2015-01-19 04:00:00,Station_C1,298.6,65.2,62.1,3.4,134.2,48.6,8.84,53.6,97.5,9.92,6.3,2.27,245.5,Very Poor
Chennai,2015-01-19 04:00:00,Station_C2,154.3,350.8,192.5,15.5,144.6,16.4,9.78,23.7,32.6,9.93,15.75,4.96,300.6,Poor
Kolkata,2015-01-19 04:00:00,Station_K1,141.4,43.8,197.6,84.4,59.1,38.2,1.4,43.6,154.0,5.08,25.92,6.84,274.1,Severe
Kolkata,2015-01-19 04:00:00,Station_K2,478.0,55.3,109.3,99.2,193.2,2.0,7.65,95.2,138.5,4.23,3.65,1.15,445.6,Severe
Bangalore,2015-01-19 04:00:00,Station_B1,385.1,19.7,42.7,84.1,203.2,33.3,2.28,23.7,141.8,16.37,27.31,1.8,307.5,Moderate
Bangalore,2015-01-19 04:00:00,Station_B2,384.6,506.6,41.3,117.3,2.6,46.1,8.09,8.4,198.4,9.47,9.05,6.03,497.8,Poor
Delhi,2015-01-19 05:00:00,Station_D1,217.7,391.9,147.3,31.4,211.4,49.3,8.81,66.8,166.1,14.94,21.66,7.1,45.9,Good
Delhi,2015-01-19 05:00:00,Station_D2,483.0,316.2,2.4,130.7,109.4,1.3,6.84,16.1,170.5,11.69,13.77,8.4,156.0,Satisfactory
Mumbai,2015-01-19 05:00:00,Station_M1,242.5,599.4,166.9,27.3,6.2,7.1,5.88,9.5,157.0,0.58,17.37,9.94,74.2,Very Poor
Mumbai,2015-01-19 05:00:00,Station_M2,170.0,426.0,122.9,128.9,58.7,43.5,3.6,95.2,30.1,11.02,9.92,8.06,17.5,Very Poor
Chennai,2015-01-19 05:00:00,Station_C1,22.8,198.6,78.5,94.0,92.1,29.0,5.8,54.3,174.3,1.33,19.71,2.12,249.7,Satisfactory
Chennai,2015-01-19 05:00:00,Station_C2,1.8,195.2,10.6,30.1,81.6,21.6,3.65,3.3,150.8,18.72,27.15,5.11,358.4,Poor
Kolkata,2015-01-19 05:00:00,Station_K1,470.7,248.4,181.8,78.3,215.3,26.0,6.84,32.5,158.5,18.65,6.18,3.72,334.4,Satisfactory
Kolkata,2015-01-19 05:00:00,Station_K2,268.8,201.0,32.4,102.6,127.5,40.3,5.4,72.0,60.7,17.28,1.67,4.54,352.4,Good
Bangalore,2015-01-19 05:00:00,Station_B1,429.3,500.2,22.6,35.3,95.9,45.4,6.68,29.0,56.4,15.22,17.78,0.62,450.9,Severe
Bangalore,2015-01-19 05:00:00,Station_B2,240.5,43.5,112.9,23.3,44.1,24.5,4.71,23.4,122.2,12.3,3.06,5.65,496.0,Poor
Delhi,2015-01-19 06:00:00,Station_D1,90.8,499.8,142.6,39.6,0.9,39.0,8.23,1.3,191.2,16.63,12.65,7.35,120.1,Very Poor
Delhi,2015-01-19 06:00:00,Station_D2,405.8,207.3,2.0,29.9,197.7,46.0,1.55,94.6,56.2,4.83,27.04,8.52,430.2,Good
Mumbai,2015-01-19 06:00:00,Station_M1,44.6,580.3,40.3,65.2,132.9,47.2,3.27,32.4,152.8,16.55,5.47,9.36,369.4,Good
Mumbai,2015-01-19 06:00:00,Station_M2,257.3,120.5,118.9,117.8,129.1,2.3,2.32,71.1,157.8,2.62,6.16,2.22,495.8,Poor
Chennai,2015-01-19 06:00:00,Station_C1,88.4,322.1,56.7,110.2,57.1,9.0,4.54,22.3,45.3,4.69,5.83,3.1,370.7,Good
Chennai,2015-01-19 06:00:00,Station_C2,98.8,80.7,173.7,133.9,85.6,22.9,4.42,85.7,190.1,17.83,21.04,3.97,37.8,Moderate
Kolkata,2015-01-19 06:00:00,Station_K1,272.5,320.7,90.4,64.8,125.0,40.7,4.01,31.4,190.9,18.27,20.94,7.16,496.4,Very Poor
Kolkata,2015-01-19 06:00:00,Station_K2,457.7,455.7,126.6,65.4,206.3,32.8,0.4,66.4,160.9,19.75,25.1,4.86,377.8,Severe
Bangalore,2015-01-19 06:00:00,Station_B1,417.1,1.8,89.7,96.0,11.9,5.3,2.85,43.6,173.6,2.04,3.54,3.27,255.3,Very Poor
Bangalore,2015-01-19 06:00:00,Station_B2,40.7,477.2,126.7,62.5,248.3,13.4,9.48,90.8,79.2,1.28,6.21,3.92,447.3,Good
Delhi,2015-01-19 07:00:00,Station_D1,361.7,497.5,130.0,132.2,188.3,24.2,4.87,37.4,185.5,3.31,27.76,6.91,116.9,Good
Delhi,2015-01-19 07:00:00,Station_D2,239.4,42.8,119.0,31.1,214.9,43.8,3.63,23.0,124.8,18.89,26.49,7.37,339.0,Very Poor
Mumbai,2015-01-19 07:00:00,Station_M1,408.7,142.8,102.9,57.5,102.9,25.9,0.28,96.8,77.3,19.21,23.45,5.7,421.3,Moderate
Mumbai,2015-01-19 07:00:00,Station_M2,452.6,580.7,198.2,121.0,172.8,40.0,9.51,7.9,163.5,19.11,19.52,0.98,161.6,Severe
Chennai,2015-01-19 07:00:00,Station_C1,126.0,413.9,166.1,6.4,133.2,24.1,9.08,62.0,100.4,2.53,2.1,4.01,422.0,Good
Chennai,2015-01-19 07:00:00,Station_C2,333.2,464.6,93.7,138.0,224.8,7.8,3.34,62.5,45.4,19.36,7.61,2.6,370.5,Poor
Kolkata,2015-01-19 07:00:00,Station_K1,219.5,313.6,142.2,81.3,51.2,16.8,7.23,19.0,75.6,19.27,18.17,6.53,65.2,Good
Kolkata,2015-01-19 07:00:00,Station_K2,217.8,441.0,168.3,123.5,45.0,4.0,6.6,53.5,41.8,7.79,1.92,3.76,64.9,Moderate
Bangalore,2015-01-19 07:00:00,Station_B1,132.5,437.3,49.9,67.6,192.8,2.2,2.96,77.3,88.7,16.8,23.63,6.55,33.0,Moderate
Bangalore,2015-01-19 07:00:00,Station_B2,437.8,257.3,171.9,33.3,137.6,25.8,0.57,31.8,112.2,4.48,27.14,8.69,286.7,Poor
Delhi,2015-01-19 08:00:00,Station_D1,128.7,431.2,21.4,66.5,238.1,15.9,6.68,43.3,90.2,14.33,0.46,4.9,146.2,Severe
Delhi,2015-01-19 08:00:00,Station_D2,20.5,83.1,107.0,17.5,111.4,3.3,1.35,91.6,169.0,19.43,6.25,9.45,320.0,Good
Mumbai,2015-01-19 08:00:00,Station_M1,174.1,374.5,41.5,28.2,163.6,3.3,0.11,26.0,188.5,12.76,25.52,4.49,242.1,Good
Mumbai,2015-01-19 08:00:00,Station_M2,203.7,588.8,169.4,60.9,112.7,45.8,3.61,47.7,19.0,14.29,27.85,4.86,104.3,Poor
Chennai,2015-01-19 08:00:00,Station_C1,414.9,359.3,5.5,125.6,60.5,5.5,1.14,86.8,98.7,10.25,2.28,2.43,174.4,Satisfactory
Chennai,2015-01-19 08:00:00,Station_C2,192.2,356.5,63.4,30.3,91.2,2.8,5.54,68.3,55.1,7.56,19.21,7.9,138.8,Severe
Kolkata,2015-01-19 08:00:00,Station_K1,343.9,484.9,127.0,70.2,94.2,37.5,7.62,86.5,198.1,15.92,14.63,6.23,40.4,Good
Kolkata,2015-01-19 08:00:00,Station_K2,411.2,382.6,151.9,103.3,191.1,43.0,8.07,17.0,131.9,1.4,2.91,2.23,232.6,Moderate
Bangalore,2015-01-19 08:00:00,Station_B1,292.5,72.1,108.2,12.8,200.7,3.2,9.67,19.9,36.8,16.14,22.37,5.86,211.1,Satisfactory
Bangalore,2015-01-19 08:00:00,Station_B2,378.9,348.6,166.3,30.3,65.5,28.7,6.33,76.8,2.6,18.63,11.93,8.93,122.9,Good
Delhi,2015-01-19 09:00:00,Station_D1,482.8,86.7,51.5,47.9,185.7,15.6,9.63,22.0,129.2,8.64,7.62,4.62,447.5,Satisfactory
Delhi,2015-01-19 09:00:00,Station_D2,192.8,197.1,63.3,109.6,46.3,31.5,8.0,21.7,198.8,17.35,20.59,7.25,491.8,Poor
Mumbai,2015-01-19 09:00:00,Station_M1,220.8,512.2,98.5,4.1,226.2,41.2,1.36,71.2,19.4,15.15,7.38,3.9,418.0,Very Poor
Mumbai,2015-01-19 09:00:00,Station_M2,164.4,264.5,60.3,88.4,11.6,10.5,9.29,76.7,137.3,7.76,6.35,9.7,467.3,Good
Chennai,2015-01-19 09:00:00,Station_C1,218.7,34.0,167.3,147.3,77.1,16.1,2.57,67.3,37.7,9.45,16.07,1.58,91.9,Severe
Chennai,2015-01-19 09:00:00,Station_C2,370.6,131.4,103.7,108.2,190.3,44.7,5.73,76.9,180.6,8.87,10.86,2.28,81.8,Moderate
Kolkata,2015-01-19 09:00:00,Station_K1,292.1,166.8,22.0,124.0,4.6,18.1,9.87,99.9,116.2,14.4,0.58,4.62,57.5,Good
Kolkata,2015-01-19 09:00:00,Station_K2,20.6,228.0,38.6,92.7,136.1,45.9,6.49,78.7,148.7,4.27,10.35,6.75,23.7,Severe
Bangalore,2015-01-19 09:00:00,Station_B1,347.4,265.5,86.2,117.8,92.3,26.3,6.64,52.0,60.6,4.37,14.85,9.71,182.4,Severe
Bangalore,2015-01-19 09:00:00,Station_B2,335.7,213.6,136.1,111.7,127.4,37.0,3.15,63.0,59.3,4.82,16.27,3.8,359.0,Poor
Delhi,2015-01-19 10:00:00,Station_D1,326.3,499.7,199.1,119.9,2.0,13.7,9.41,38.2,176.9,2.24,6.28,3.04,364.7,Satisfactory
Delhi,2015-01-19 10:00:00,Station_D2,409.6,540.3,73.7,7.2,195.1,47.4,0.54,64.3,94.7,7.08,9.5,4.76,498.7,Satisfactory
Mumbai,2015-01-19 10:00:00,Station_M1,480.5,408.0,54.2,99.5,16.1,45.0,6.57,86.3,181.8,10.02,1.55,0.23,137.6,Poor
Mumbai,2015-01-19 10:00:00,Station_M2,175.5,367.6,186.2,98.2,88.4,20.1,7.28,42.5,161.7,18.62,22.31,8.24,368.2,Very Poor
Chennai,2015-01-19 10:00:00,Station_C1,485.4,254.3,167.7,11.2,21.2,30.9,8.32,62.8,121.8,3.8,1.69,2.61,13.0,Moderate
Chennai,2015-01-19 10:00:00,Station_C2,419.0,222.6,50.7,59.8,40.2,41.9,6.09,26.0,113.9,12.65,14.37,2.46,481.4,Satisfactory
Kolkata,2015-01-19 10:00:00,Station_K1,241.2,283.1,126.1,90.2,234.3,7.5,0.78,21.3,172.1,12.7,2.23,8.8,445.9,Very Poor
Kolkata,2015-01-19 10:00:00,Station_K2,422.9,456.0,127.3,144.2,156.7,45.5,2.76,20.9,43.9,4.27,8.13,4.51,476.8,Severe
Bangalore,2015-01-19 10:00:00,Station_B1,469.8,350.7,166.5,40.7,101.3,26.0,3.85,43.9,94.8,18.55,18.84,1.92,387.9,Poor
Bangalore,2015-01-19 10:00:00,Station_B2,59.1,209.4,45.1,41.2,24.5,8.2,8.57,26.4,111.2,8.41,29.66,1.26,395.3,Poor
Delhi,2015-01-19 11:00:00,Station_D1,3.5,483.2,139.3,143.2,33.5,17.8,1.81,39.9,197.6,14.42,7.81,4.8,51.2,Moderate
Delhi,2015-01-19 11:00:00,Station_D2,495.8,80.5,56.2,125.9,74.6,35.1,4.61,50.9,52.8,12.17,11.26,6.12,333.6,Severe
Mumbai,2015-01-19 11:00:00,Station_M1,497.4,51.5,92.2,125.5,157.8,2.4,6.79,4.7,78.9,5.58,19.62,3.47,182.1,Poor
Mumbai,2015-01-19 11:00:00,Station_M2,329.6,555.4,166.3,116.1,40.5,12.8,7.27,81.1,128.4,2.86,11.91,8.4,297.5,Very Poor
Chennai,2015-01-19 11:00:00,Station_C1,495.0,202.3,29.0,98.4,198.9,33.9,5.08,49.8,191.2,19.97,15.1,5.4,236.7,Good
Chennai,2015-01-19 11:00:00,Station_C2,162.4,380.8,189.9,58.4,231.1,41.0,8.85,69.6,98.2,14.72,6.02,0.66,301.4,Satisfactory
Kolkata,2015-01-19 11:00:00,Station_K1,34.6,373.0,126.0,83.6,187.8,22.4,6.7,99.2,63.1,10.24,29.73,1.1,457.0,Very Poor
Kolkata,2015-01-19 11:00:00,Station_K2,37.4,436.3,126.7,137.1,154.1,4.8,2.55,37.3,190.7,8.69,28.17,6.79,470.7,Very Poor
Bangalore,2015-01-19 11:00:00,Station_B1,13.3,262.6,59.9,106.0,172.9,27.8,3.2,56.6,37.7,8.53,8.04,1.5,252.8,Poor
Bangalore,2015-01-19 11:00:00,Station_B2,323.3,226.0,47.2,53.3,214.8,17.8,2.74,77.4,132.3,7.74,3.0,0.21,258.4,Severe
Delhi,2015-01-19 12:00:00,Station_D1,14.4,421.5,125.0,135.5,6.3,24.7,1.37,83.1,182.0,12.58,4.73,7.77,317.2,Very Poor
Delhi,2015-01-19 12:00:00,Station_D2,497.3,594.4,195.8,38.8,168.1,28.1,4.65,0.5,44.0,15.49,20.06,8.34,337.3,Moderate
Mumbai,2015-01-19 12:00:00,Station_M1,188.2,598.3,170.2,138.4,232.5,43.8,3.82,68.2,72.4,5.04,7.53,0.95,136.1,Good
Mumbai,2015-01-19 12:00:00,Station_M2,285.3,200.9,27.3,84.2,215.6,12.0,9.11,51.3,99.2,14.68,19.08,5.18,247.0,Satisfactory
Chennai,2015-01-19 12:00:00,Station_C1,80.8,345.2,40.7,25.2,208.8,26.5,8.69,12.0,120.7,14.8,17.01,6.37,153.0,Severe
Chennai,2015-01-19 12:00:00,Station_C2,351.1,190.8,168.0,21.2,37.8,15.8,9.93,88.5,73.6,13.76,15.58,8.95,478.5,Moderate
Kolkata,2015-01-19 12:00:00,Station_K1,245.8,525.6,86.4,81.7,177.6,31.3,7.31,36.5,135.7,14.46,0.32,4.45,210.6,Good
Kolkata,2015-01-19 12:00:00,Station_K2,202.7,538.9,140.4,114.4,143.3,12.1,4.66,55.2,45.5,5.67,3.06,2.09,404.5,Very Poor
Bangalore,2015-01-19 12:00:00,Station_B1,14.3,353.6,130.3,106.2,141.7,21.5,8.97,93.8,40.7,7.29,8.15,3.82,276.5,Moderate
Bangalore,2015-01-19 12:00:00,Station_B2,336.7,96.0,98.0,44.2,145.4,27.3,6.58,93.8,78.2,7.69,9.49,5.91,409.1,Moderate
Delhi,2015-01-19 13:00:00,Station_D1,154.8,320.4,66.6,17.6,70.0,4.4,7.44,36.0,55.7,2.97,20.85,7.11,47.1,Satisfactory
Delhi,2015-01-19 13:00:00,Station_D2,220.3,409.1,42.4,144.2,24.3,16.7,2.28,20.9,40.3,15.95,5.42,1.88,70.6,Severe
Mumbai,2015-01-19 13:00:00,Station_M1,347.4,538.1,45.2,86.1,90.3,31.0,3.57,27.9,108.2,7.36,20.82,4.68,328.3,Poor
Mumbai,2015-01-19 13:00:00,Station_M2,117.1,4.3,157.2,84.9,71.8,40.6,0.32,8.4,188.2,3.83,2.06,3.64,108.9,Very Poor
Chennai,2015-01-19 13:00:00,Station_C1,405.3,35.4,42.3,60.9,15.1,13.2,8.17,44.9,196.1,19.8,12.75,5.91,294.7,Moderate
Chennai,2015-01-19 13:00:00,Station_C2,153.5,113.4,119.1,81.6,226.9,44.4,6.93,99.9,29.5,13.42,26.78,0.3,390.3,Severe
Kolkata,2015-01-19 13:00:00,Station_K1,334.9,506.3,197.9,106.6,92.8,19.1,5.31,23.0,164.8,17.0,28.03,5.73,309.2,Moderate
Kolkata,2015-01-19 13:00:00,Station_K2,84.0,487.7,48.6,143.1,128.0,17.7,0.56,68.2,73.8,14.05,14.7,2.97,99.1,Satisfactory
Bangalore,2015-01-19 13:00:00,Station_B1,240.0,169.9,17.7,129.5,153.2,41.2,8.19,41.1,46.9,6.98,12.25,5.12,116.4,Severe
Bangalore,2015-01-19 13:00:00,Station_B2,74.0,23.2,88.1,102.2,126.5,27.6,2.56,88.2,25.0,2.56,0.8,2.17,11.9,Satisfactory
Delhi,2015-01-19 14:00:00,Station_D1,379.7,342.2,171.9,14.7,209.4,26.0,7.19,14.1,53.3,0.91,25.05,3.78,190.2,Poor
Delhi,2015-01-19 14:00:00,Station_D2,456.1,459.3,8.6,110.0,17.8,11.3,8.4,32.9,191.7,9.42,27.41,9.54,144.6,Moderate
Mumbai,2015-01-19 14:00:00,Station_M1,342.5,347.2,162.1,95.9,60.3,30.7,4.4,4.8,145.9,6.16,21.36,8.62,485.4,Poor
Mumbai,2015-01-19 14:00:00,Station_M2,35.5,295.1,187.2,45.3,193.7,22.0,1.4,18.5,67.5,2.96,20.46,9.63,98.5,Poor
Chennai,2015-01-19 14:00:00,Station_C1,37.0,488.6,17.1,76.9,22.9,9.4,4.42,91.6,94.2,18.39,10.87,3.2,61.6,Satisfactory
Chennai,2015-01-19 14:00:00,Station_C2,123.5,485.0,18.1,98.8,195.5,12.3,2.54,55.3,177.4,7.21,18.22,2.01,194.6,Poor
Kolkata,2015-01-19 14:00:00,Station_K1,240.5,198.6,97.8,146.6,12.7,22.0,1.85,22.1,46.2,5.27,24.92,5.86,324.5,Poor
Kolkata,2015-01-19 14:00:00,Station_K2,407.5,14.6,123.8,48.6,218.1,2.6,4.83,67.2,181.9,14.43,9.08,2.63,281.3,Satisfactory
Bangalore,2015-01-19 14:00:00,Station_B1,445.5,156.4,175.2,53.6,183.1,8.1,3.84,72.0,85.8,10.69,10.84,6.71,137.5,Good
Bangalore,2015-01-19 14:00:00,Station_B2,259.4,424.3,133.7,3.3,211.1,13.1,4.35,31.1,194.6,13.45,22.36,4.55,436.2,Very Poor
Delhi,2015-01-19 15:00:00,Station_D1,381.8,253.5,152.0,0.6,8.0,29.9,1.4,73.9,49.4,2.54,5.37,8.83,271.2,Good
Delhi,2015-01-19 15:00:00,Station_D2,442.7,262.0,26.6,88.0,2.5,28.1,2.63,12.3,112.0,6.31,28.49,9.46,118.7,Satisfactory
Mumbai,2015-01-19 15:00:00,Station_M1,284.3,264.6,23.3,19.0,222.3,29.6,4.51,45.1,88.1,4.69,21.17,1.24,36.6,Severe
Mumbai,2015-01-19 15:00:00,Station_M2,54.7,17.4,25.3,120.6,15.9,11.0,3.29,67.2,95.8,11.23,17.19,9.14,245.1,Moderate
Chennai,2015-01-19 15:00:00,Station_C1,245.0,275.8,107.8,66.3,191.2,21.8,3.08,33.8,103.2,4.11,5.98,6.97,136.5,Very Poor
Chennai,2015-01-19 15:00:00,Station_C2,89.2,219.8,31.7,54.4,87.1,9.8,3.12,62.1,78.9,9.09,11.15,6.44,363.0,Satisfactory
Kolkata,2015-01-19 15:00:00,Station_K1,275.9,231.7,18.8,29.4,95.2,18.5,0.92,32.6,71.1,16.23,8.39,9.32,199.6,Severe
Kolkata,2015-01-19 15:00:00,Station_K2,147.7,344.2,127.3,107.3,90.5,33.3,5.08,81.5,54.8,7.82,4.08,4.27,265.4,Very Poor
Bangalore,2015-01-19 15:00:00,Station_B1,123.4,229.8,56.6,22.2,142.0,1.4,4.93,25.7,100.3,9.37,5.15,2.08,196.3,Moderate
Bangalore,2015-01-19 15:00:00,Station_B2,75.4,89.3,24.5,114.7,218.2,14.7,0.46,85.3,53.2,8.09,7.97,4.51,42.6,Moderate
Delhi,2015-01-19 16:00:00,Station_D1,265.7,381.3,87.0,101.3,106.2,43.5,6.16,5.1,15.3,19.28,14.72,8.49,363.5,Good
Delhi,2015-01-19 16:00:00,Station_D2,286.4,290.5,99.2,64.6,155.9,33.7,5.29,15.3,198.4,18.81,4.04,5.63,192.3,Moderate
Mumbai,2015-01-19 16:00:00,Station_M1,200.7,388.2,31.8,57.0,195.6,31.8,7.05,67.0,170.2,9.32,12.11,3.52,145.9,Satisfactory
Mumbai,2015-01-19 16:00:00,Station_M2,225.4,5.7,152.6,135.8,106.5,7.4,6.87,29.3,106.2,12.94,4.24,8.85,481.2,Very Poor
Chennai,2015-01-19 16:00:00,Station_C1,314.6,453.9,155.4,39.3,209.3,17.4,6.85,63.6,135.6,10.31,22.25,8.55,241.1,Satisfactory
Chennai,2015-01-19 16:00:00,Station_C2,186.0,512.1,183.8,19.3,245.0,31.8,3.88,40.6,74.1,17.34,21.32,9.79,269.9,Very Poor
Kolkata,2015-01-19 16:00:00,Station_K1,299.1,490.7,187.8,149.6,82.9,24.9,0.43,56.9,52.0,13.25,6.29,1.23,426.2,Severe
Kolkata,2015-01-19 16:00:00,Station_K2,423.5,574.1,117.5,149.2,165.8,2.2,0.27,34.4,49.3,13.63,17.08,8.67,143.3,Moderate
Bangalore,2015-01-19 16:00:00,Station_B1,92.7,478.6,91.3,97.9,113.1,3.8,6.91,42.7,6.6,3.66,9.45,8.39,493.8,Poor
Bangalore,2015-01-19 16:00:00,Station_B2,77.3,276.0,105.6,102.3,131.5,16.7,9.86,28.1,195.9,10.39,17.9,9.34,488.4,Very Poor
Delhi,2015-01-19 17:00:00,Station_D1,111.0,240.1,59.3,3.4,119.0,13.5,2.65,15.5,81.0,14.07,26.19,9.02,201.6,Poor
Delhi,2015-01-19 17:00:00,Station_D2,284.9,13.1,89.4,137.6,227.0,28.2,8.34,5.5,199.9,0.69,12.97,7.91,295.9,Moderate
Mumbai,2015-01-19 17:00:00,Station_M1,438.1,450.4,19.5,79.7,161.9,0.7,4.29,70.9,199.6,18.74,1.79,5.22,191.3,Severe
Mumbai,2015-01-19 17:00:00,Station_M2,122.4,418.1,155.3,11.1,212.0,45.2,7.45,77.7,69.2,3.32,11.16,3.48,166.0,Severe
Chennai,2015-01-19 17:00:00,Station_C1,127.6,545.2,157.3,133.6,29.2,29.3,4.91,24.7,35.8,17.41,28.63,4.58,213.7,Moderate
Chennai,2015-01-19 17:00:00,Station_C2,281.2,151.0,85.4,44.4,122.7,5.0,6.7,49.3,63.3,10.03,16.75,6.28,303.0,Severe
Kolkata,2015-01-19 17:00:00,Station_K1,360.3,56.3,119.1,129.6,200.0,29.3,3.92,94.4,172.6,9.64,19.42,6.41,363.8,Poor
Kolkata,2015-01-19 17:00:00,Station_K2,77.5,170.4,11.6,133.9,182.5,27.5,3.68,65.6,173.5,17.82,4.97,1.1,232.4,Poor
Bangalore,2015-01-19 17:00:00,Station_B1,0.6,8.4,90.1,2.1,160.8,45.4,0.69,52.2,6.5,6.39,18.12,8.58,420.2,Poor
Bangalore,2015-01-19 17:00:00,Station_B2,88.2,193.3,50.8,118.5,167.9,27.9,7.44,39.2,92.3,18.98,11.07,6.28,334.3,Good
Delhi,2015-01-19 18:00:00,Station_D1,81.3,198.0,120.7,5.1,22.2,35.1,8.19,37.5,151.5,15.17,19.45,7.5,367.5,Very Poor
Delhi,2015-01-19 18:00:00,Station_D2,122.2,442.0,30.4,141.7,82.8,13.1,5.86,14.3,46.5,0.6,7.26,5.09,192.9,Moderate
Mumbai,2015-01-19 18:00:00,Station_M1,304.4,566.8,2.5,13.9,229.3,34.3,1.72,12.7,62.8,3.17,7.24,5.08,356.2,Moderate
Mumbai,2015-01-19 18:00:00,Station_M2,77.3,51.4,176.5,2.7,67.5,34.9,9.89,96.8,147.8,19.87,21.81,1.48,115.4,Satisfactory
Chennai,2015-01-19 18:00:00,Station_C1,154.5,546.8,74.1,50.3,112.2,21.9,4.62,34.3,77.4,5.89,0.8,5.31,446.1,Very Poor
Chennai,2015-01-19 18:00:00,Station_C2,36.9,362.0,92.8,73.1,20.8,13.4,9.45,62.3,152.9,1.4,25.27,4.67,176.8,Poor
Kolkata,2015-01-19 18:00:00,Station_K1,212.2,301.8,62.8,2.9,147.7,32.3,3.79,27.9,134.4,13.62,2.48,9.09,461.0,Poor
Kolkata,2015-01-19 18:00:00,Station_K2,324.2,168.5,121.4,93.1,74.7,24.3,5.5,52.9,148.8,10.13,24.15,0.37,30.0,Satisfactory
Bangalore,2015-01-19 18:00:00,Station_B1,123.5,342.1,112.1,25.3,10.1,5.1,4.67,83.1,89.0,4.03,22.88,5.24,293.2,Moderate
Bangalore,2015-01-19 18:00:00,Station_B2,190.1,41.4,54.0,35.5,210.4,9.0,2.02,39.4,51.4,17.07,10.19,5.64,258.8,Poor
Delhi,2015-01-19 19:00:00,Station_D1,448.8,239.2,108.3,10.6,55.0,8.9,0.68,59.2,64.3,10.75,2.96,6.03,259.9,Moderate
Delhi,2015-01-19 19:00:00,Station_D2,467.5,20.2,74.4,2.0,145.9,17.2,8.56,42.4,31.6,6.43,24.77,1.89,130.0,Satisfactory
Mumbai,2015-01-19 19:00:00,Station_M1,23.6,434.0,64.3,140.2,236.5,3.3,1.1,34.3,176.0,13.2,7.25,4.79,154.4,Good
Mumbai,2015-01-19 19:00:00,Station_M2,91.2,190.9,197.6,117.7,134.6,7.5,8.25,92.8,142.5,17.09,5.53,2.32,195.3,Good
Chennai,2015-01-19 19:00:00,Station_C1,255.9,544.9,68.2,82.3,249.8,21.8,5.65,86.9,39.1,1.02,24.4,8.53,157.2,Severe
Chennai,2015-01-19 19:00:00,Station_C2,441.5,260.7,0.2,64.2,119.4,17.4,1.92,19.5,32.6,2.22,2.26,8.39,148.4,Satisfactory
Kolkata,2015-01-19 19:00:00,Station_K1,176.8,252.1,179.4,67.7,84.5,19.7,4.67,86.7,10.4,9.65,17.04,5.84,385.5,Poor
Kolkata,2015-01-19 19:00:00,Station_K2,329.9,20.7,55.6,102.9,145.4,12.6,8.67,16.1,189.9,9.65,19.39,1.39,449.5,Satisfactory
Bangalore,2015-01-19 19:00:00,Station_B1,497.1,463.7,86.7,120.0,153.7,10.9,1.88,94.6,170.7,16.16,9.81,4.04,496.9,Poor
Bangalore,2015-01-19 19:00:00,Station_B2,339.5,10.3,123.2,138.5,234.8,49.4,3.26,94.7,106.5,7.72,14.33,6.03,416.5,Very Poor
Delhi,2015-01-19 20:00:00,Station_D1,96.6,250.0,162.0,117.0,96.8,32.9,3.42,8.2,150.3,15.58,8.8,0.05,192.1,Very Poor
Delhi,2015-01-19 20:00:00,Station_D2,421.9,49.5,17.2,56.4,69.7,14.7,2.62,19.5,66.1,6.93,13.15,4.08,303.7,Very Poor
Mumbai,2015-01-19 20:00:00,Station_M1,447.8,358.3,4.8,81.6,214.9,29.7,0.31,35.8,51.4,8.36,21.29,3.19,423.0,Moderate
Mumbai,2015-01-19 20:00:00,Station_M2,155.9,266.1,64.0,71.3,9.9,12.5,4.4,42.4,4.5,6.13,8.11,9.27,185.3,Very Poor
Chennai,2015-01-19 20:00:00,Station_C1,266.6,112.4,105.1,0.5,163.1,38.4,2.82,11.5,69.2,11.91,1.87,4.34,443.1,Severe
Chennai,2015-01-19 20:00:00,Station_C2,484.7,472.3,183.0,27.6,25.6,43.3,5.17,93.0,46.9,11.2,20.85,1.11,400.6,Moderate
Kolkata,2015-01-19 20:00:00,Station_K1,411.6,374.3,74.6,17.9,31.0,5.0,0.5,12.5,9.9,9.96,9.7,1.92,145.2,Poor
Kolkata,2015-01-19 20:00:00,Station_K2,115.9,336.4,103.0,44.2,186.4,5.7,7.04,88.7,179.8,4.8,3.19,0.39,24.0,Satisfactory
Bangalore,2015-01-19 20:00:00,Station_B1,41.1,274.0,64.6,115.3,199.8,2.4,8.7,22.0,108.0,19.56,3.88,4.67,50.2,Very Poor
Bangalore,2015-01-19 20:00:00,Station_B2,337.9,168.6,20.7,6.4,223.0,5.7,0.77,30.6,72.8,10.24,9.32,1.61,359.2,Good
Delhi,2015-01-19 21:00:00,Station_D1,436.5,162.1,68.4,148.1,236.4,40.0,6.6,56.4,94.9,13.37,26.61,7.88,390.6,Moderate
